id,experiences_offered,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,minimum_nights,cancellation_policy,price
15584456,none,f,f,Jamaica Plain,Apartment,Private room,2,1,1,1,"{""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""translation missing: en.hosting_amenity_50""}",1,flexible,$55.00 
9971054,none,f,f,Jamaica Plain,Apartment,Private room,2,1,1,1,"{""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",1,moderate,$50.00 
6104388,none,f,t,Jamaica Plain,Condominium,Entire home/apt,6,2,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,strict,$180.00 
4792901,none,f,f,Jamaica Plain,House,Private room,2,1,1,1,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher""}",1,strict,$65.00 
14573951,none,t,t,Jamaica Plain,Apartment,Entire home/apt,4,1,2,2,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Cat(s),""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox,""Private entrance"",""Outlet covers"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",2,moderate,$122.00 
18637173,none,f,t,Jamaica Plain,Condominium,Private room,2,1,1,1,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Breakfast,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Host greets you""}",1,flexible,$70.00 
15213580,none,f,t,Jamaica Plain,Condominium,Private room,2,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",3,strict,$95.00 
20170239,none,f,t,Jamaica Plain,Apartment,Entire home/apt,2,1,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Heating,""Smoke detector"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,""Laptop friendly workspace""}",6,flexible,$140.00 
17523630,none,t,f,Jamaica Plain,Apartment,Entire home/apt,4,1,1,3,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance"",""Stair gates"",""Children‰Ûªs books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Luggage dropoff allowed""}",1,moderate,$165.00 
713627,none,f,t,Jamaica Plain,House,Entire home/apt,2,1.5,1,1,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",5,strict,$135.00 
15917321,none,t,f,Jamaica Plain,Apartment,Entire home/apt,6,1,2,3,"{Internet,""Wireless Internet"",""Air conditioning"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Babysitter recommendations"",""Pack ‰Ûªn Play/travel crib"",""Room-darkening shades""}",3,moderate,$150.00 
10494118,none,f,f,Jamaica Plain,Apartment,Entire home/apt,6,1,2,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""High chair"",""Children‰Ûªs books and toys"",""Pack ‰Ûªn Play/travel crib"",""Room-darkening shades"",""Children‰Ûªs dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",4,strict,$200.00 
18112658,none,f,t,Jamaica Plain,Apartment,Entire home/apt,2,1,1,1,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",1,flexible,$84.00 
197972,none,t,t,Jamaica Plain,House,Entire home/apt,3,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",2,strict,$90.00 
13426831,none,f,f,Jamaica Plain,Condominium,Private room,2,1,1,1,"{""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,flexible,$100.00 
15147053,none,t,t,Jamaica Plain,Condominium,Entire home/apt,3,1.5,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox,""Private entrance"",Bathtub,""Fireplace guards""}",1,strict,$225.00 
1552406,none,f,t,Jamaica Plain,Apartment,Entire home/apt,3,1,2,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Fire extinguisher"",Essentials}",5,moderate,$225.00 
750438,none,t,t,Jamaica Plain,Apartment,Private room,2,1,1,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Firm mattress""}",2,strict,$85.00 
13640138,none,f,t,Jamaica Plain,Apartment,Private room,3,1,1,1,"{""Wireless Internet"",Kitchen,""Smoking allowed"",""Pets allowed"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,strict,$29.00 
18325923,none,f,t,Jamaica Plain,Condominium,Private room,2,1,1,1,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self Check-In"",Lockbox,Bathtub}",1,flexible,$40.00 
2875267,none,t,t,Jamaica Plain,Apartment,Entire home/apt,2,1,0,1,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",2,moderate,$173.00 
19174144,none,f,t,Jamaica Plain,Condominium,Entire home/apt,4,1,2,1,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard""}",2,moderate,$180.00 
18786789,none,f,f,Jamaica Plain,Condominium,Entire home/apt,4,1,1,2,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",1,moderate,$159.00 
19111535,none,f,t,Jamaica Plain,Apartment,Entire home/apt,5,1,2,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",""Smart lock"",Bathtub,Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Well-lit path to entrance""}",2,strict,$175.00 
6298216,none,f,f,Jamaica Plain,Apartment,Entire home/apt,6,1,3,3,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials}",1,flexible,$299.00 
21175841,none,f,t,Jamaica Plain,Apartment,Private room,1,1,1,1,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers}",3,flexible,$60.00 
14474750,none,t,t,Jamaica Plain,Guest suite,Private room,6,1,2,3,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,moderate,$139.00 
15429538,none,t,t,Jamaica Plain,House,Private room,2,2,1,1,"{""Wireless Internet"",""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,moderate,$50.00 
6921672,none,f,t,Jamaica Plain,Apartment,Entire home/apt,4,2,2,2,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",1,moderate,$250.00 
1301822,none,f,f,Jamaica Plain,Townhouse,Entire home/apt,4,2.5,3,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",3,flexible,$240.00 
6053700,none,f,f,Jamaica Plain,House,Entire home/apt,6,3,3,6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo}",1,flexible,$450.00 
11553697,none,t,t,Jamaica Plain,Apartment,Entire home/apt,4,1,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,flexible,$200.00 
19209936,none,t,t,Jamaica Plain,Apartment,Entire home/apt,6,1,2,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Private entrance"",Crib}",1,moderate,$130.00 
17807912,none,f,f,Jamaica Plain,Apartment,Entire home/apt,4,1,1,3,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance"",""Children‰Ûªs books and toys""}",1,strict,$117.00 
728238,none,f,f,Jamaica Plain,Apartment,Shared room,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",2,strict,$60.00 
20520099,none,f,t,Jamaica Plain,Apartment,Private room,2,1,1,1,"{""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",Gym,""Pets live on this property"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Doorman}",2,moderate,$65.00 
20038847,none,f,f,Jamaica Plain,Apartment,Entire home/apt,6,1,3,3,"{""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",2,flexible,$151.00 
19651694,none,f,f,Jamaica Plain,House,Entire home/apt,2,2,1,1,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Breakfast,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Shampoo}",3,flexible,$230.00 
6019555,none,t,t,Jamaica Plain,Townhouse,Private room,2,1.5,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",3,moderate,$84.00 
7986179,none,f,t,Jamaica Plain,Apartment,Entire home/apt,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Hangers,Iron,""Laptop friendly workspace""}",2,moderate,$95.00 
4430821,none,f,f,Jamaica Plain,Apartment,Entire home/apt,4,1,2,2,"{""Air conditioning"",Kitchen,""Pets allowed"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials}",1,flexible,$160.00 
2219399,none,t,t,Jamaica Plain,Apartment,Private room,2,1,1,1,"{Internet,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Luggage dropoff allowed""}",2,moderate,$115.00 
1187188,none,f,t,Jamaica Plain,Loft,Entire home/apt,4,1,2,4,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials}",3,moderate,$220.00 
3693850,none,t,t,Jamaica Plain,Condominium,Private room,1,1,1,1,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",6,moderate,$88.00 
7789429,none,f,t,Jamaica Plain,Apartment,Entire home/apt,5,1,2,3,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance""}",3,strict,$150.00 
957224,none,f,t,Jamaica Plain,House,Entire home/apt,8,1,3,4,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,strict,$275.00 
3021862,none,t,t,Jamaica Plain,House,Private room,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,moderate,$100.00 
3988018,none,t,t,Jamaica Plain,Apartment,Private room,2,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",1,flexible,$50.00 
13600618,none,f,f,Jamaica Plain,Apartment,Private room,1,1,1,1,"{""Wireless Internet"",Kitchen,""Hot tub"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Lock on bedroom door"",""Laptop friendly workspace"",Microwave,Refrigerator,Oven,Stove,""Patio or balcony""}",5,moderate,$50.00 
14260905,none,t,t,Jamaica Plain,Apartment,Entire home/apt,5,1,2,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,flexible,$175.00 
1956275,none,f,t,Jamaica Plain,Apartment,Entire home/apt,6,1.5,3,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace""}",2,strict,$499.00 
3987926,none,t,t,Jamaica Plain,Apartment,Private room,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",1,flexible,$50.00 
4119345,none,f,t,Jamaica Plain,House,Entire home/apt,8,2.5,3,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Private entrance"",""High chair"",""Children‰Ûªs books and toys"",""Pack ‰Ûªn Play/travel crib""}",3,strict,$300.00 
8160295,none,f,f,Jamaica Plain,Apartment,Private room,3,1,1,1,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self Check-In"",Lockbox,Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Cleaning before checkout""}",1,strict,$120.00 
9459945,none,f,t,Jamaica Plain,Apartment,Private room,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",4,moderate,$100.00 
1071235,none,t,t,Jamaica Plain,Apartment,Entire home/apt,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox,""Private entrance"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Hot water kettle""}",2,strict,$90.00 
2365632,none,f,t,Jamaica Plain,Apartment,Entire home/apt,4,1,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Baby monitor"",""Outlet covers"",Bathtub,""Changing table"",""High chair"",""Stair gates"",""Children‰Ûªs books and toys"",Crib,""Children‰Ûªs dinnerware"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Bathtub with shower chair""}",2,strict,$249.00 
14415125,none,f,t,Jamaica Plain,Condominium,Entire home/apt,5,1,2,2,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}",3,strict,$250.00 
4233242,none,f,t,Jamaica Plain,Apartment,Private room,2,1,1,1,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,moderate,$109.00 
5969920,none,f,t,Jamaica Plain,Apartment,Private room,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,flexible,$100.00 
3905508,none,t,t,Jamaica Plain,House,Entire home/apt,2,1,1,1,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,flexible,$130.00 
5101552,none,f,t,Jamaica Plain,Apartment,Entire home/apt,4,1,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,flexible,$185.00 
